"iso","whrc_aboveground_biomass_loss__Mg","umd_tree_cover_loss__ha","whrc_aboveground_co2_emissions__Mg","umd_tree_cover_loss__year"
"DEU",7634593.567495398,39738.50154297576,13996754.873741563,2005
"DMA",12568.283619957667,52.32315261489941,23041.853303255724,2005
"DNK",1024524.6019154458,9048.804002808884,1878295.1035116496,2005
"DOM",3999753.835845032,25088.10482561892,7332882.032382557,2005
"DZA",488832.47226739774,4469.56862856077,896192.8658235626,2005
"ECU",9402308.857626203,40372.418602512684,17237566.238981374,2005
"EGY",4664.186294274579,52.65109406146224,8551.008206170063,2005
"ESP",6518386.4506282145,48955.00104648349,11950375.159485046,2005
"EST",1480255.655194563,14818.213453452736,2713802.0345233656,2005
"ETH",2602635.4666271787,15868.633406230423,4771498.355483161,2005
"FIN",19086640.45429482,230333.52063237753,34992174.166207165,2005
"FJI",385734.39978868584,1665.6373188354246,707179.7329459244,2005
"FRA",8067028.954658439,46390.591050998075,14789553.083540466,2005
"GAB",4352245.6706934115,17699.01808255195,7979117.062937921,2005
"GBR",1530072.0209884916,8872.532131758828,2805132.0384789007,2005
"GEO",87323.54184985162,548.9994964381225,160093.1600580613,2005
"GHA",6779364.646752684,41346.40078092854,12428835.185713254,2005
"GIN",1890019.2508475492,14580.935631876082,3465035.293220507,2005
"GLP",35431.63751144369,223.08018623578874,64958.002104313426,2005
"GMB",632.834621859549,5.544739316447487,1160.1968067425066,2005
"GNB",499022.38836252847,3928.186248216185,914874.3786646355,2005
"GNQ",405153.7501160239,1608.5515056666006,742781.8752127104,2005
"GRC",427966.2010236755,4180.682541744544,784604.7018767382,2005
"GRD",10543.930845344781,47.48766736397181,19330.539883132107,2005
"GTM",16038435.79171691,100829.2897246218,29403798.951481007,2005
"GUF",891161.4715090897,2840.653311820815,1633796.031099998,2005
"GUY",1584907.1985790897,5832.1539564047725,2905663.197394997,2005
"HKG",1295.3903096120016,8.768261271498213,2374.8822342886697,2005
"HND",7418646.393980846,40471.66286401133,13600851.722298218,2005
"HRV",491936.2739020899,2747.1704508498774,901883.1688204983,2005
"HTI",305257.0621175891,2033.2409006498383,559637.9472155799,2005
"HUN",1604792.4495113855,10398.145461571472,2942119.4907708736,2005
"IDN",271680084.8998323,1182441.7845005873,498080155.64969254,2005
"IMN",1365.632217388912,10.693490672526991,2503.6590652130053,2005
"IND",13730004.991463777,62504.67384715666,25171675.81768359,2005
"IRL",1527809.2491052058,8093.547856070729,2800983.6233595437,2005
"IRN",17876.94689384101,173.02195340498633,32774.40263870852,2005
"IRQ",462.9605512241513,4.556405289434703,848.7610105776105,2005
"ISR",13447.689954994361,137.28609790343663,24654.098250822997,2005
"ITA",1332002.346284491,10896.061014568422,2442004.3015215667,2005
"JAM",1580910.7430790393,7597.8567563217675,2898336.362311572,2005
"JOR",6.475005914931272,0.06540410015082093,11.870844177373998,2005
"JPN",6462673.790782693,36385.89071342863,11848235.283101603,2005
"KAZ",398323.92173221067,3166.5428012076018,730260.5231757198,2005
"KEN",2195432.349072329,12745.432860964343,4024959.3066326017,2005
"KGZ",8968.263457945846,82.05093487974108,16441.816339567384,2005
"KHM",14002295.255427156,64649.350260773615,25670874.63494979,2005
"KNA",3438.176855868214,18.9032536789698,6303.324235758391,2005
"KOR",1053349.6508340489,8922.221204004145,1931141.0265290898,2005
"LAO",15484887.371538403,68327.2762363065,28388960.181153737,2005
"LBN",31098.788642243497,300.13519423621426,57014.44584411306,2005
"LBR",2020265.3655160104,11323.806713074358,3703819.8367793523,2005
"LBY",1824.1933852128407,21.825753514241793,3344.354539556874,2005
"LCA",10618.687779017915,53.96006044740864,19467.594261532842,2005
"LIE",1100.4375779859508,5.532249857915559,2017.4688929742429,2005
"LKA",817582.7534239944,4682.153364733019,1498901.7146106563,2005
"LSO",212.73434722796623,2.0134370651031013,390.01296991793805,2005
"LTU",2402919.042705174,20384.54333332701,4405351.578292819,2005
"LUX",14175.625464831151,67.94917343592182,25988.646685523774,2005
"LVA",4619063.436865099,40712.260751777474,8468282.967586014,2005
"MAR",157782.36172906111,1526.380008586361,289267.6631699454,2005
"MDA",12497.123572083538,109.77608301050701,22911.39321548649,2005
"MDG",17364161.11209041,93628.14995910486,31834295.372165747,2005
"MEX",26585056.78611457,206855.71614980875,48739270.774543375,2005
"MKD",192992.94591018523,1306.678319991468,353820.40083533956,2005
"MLI",10444.509279852287,83.21800502106075,19148.267013062523,2005
"MLT",39.71449317543177,0.37524490157983975,72.80990415495825,2005
"MMR",20445798.000972472,91847.19124584933,37483963.001782864,2005
"MNE",32516.76062285998,172.28625925766977,59614.061141909966,2005
"MNG",680423.9173241601,7466.825739630488,1247443.848427627,2005
"MOZ",20561710.419587947,150558.13881523645,37696469.1025779,2005
"MRT",5.099162421490595,0.07390090465928399,9.348464439399423,2005
"MSR",5680.10871992044,24.342388225023633,10413.532653187473,2005
"MTQ",39766.39904145687,204.77384899900477,72905.06490933761,2005
"MUS",34494.70984119624,174.21122237049914,63240.30137552644,2005
"MWI",1407753.2493116572,9445.00871853518,2580880.9570713714,2005
"MYS",88386573.39571849,375419.8629906612,162042051.22548386,2005
"MYT",7064.2756227607315,34.307751287499194,12951.171975061341,2005
"NAM",4363.460717675532,64.32429262035576,7999.677982405141,2005
"NCL",247748.29485653038,1471.6869133101545,454205.2072369723,2005
"NGA",1843950.0920514602,13279.899100205108,3380575.1687610103,2005
"NIC",19293746.74264096,95150.05187797983,35371869.02817509,2005
"NLD",230811.34851595137,1472.0380617275846,423154.1389459109,2005
"NOR",2204392.7692738697,24918.837518616878,4041386.743668761,2005
"NPL",743332.0130943747,2758.319493924181,1362775.3573396867,2005
"NZL",9638649.836994145,52519.23787989086,17670858.034489267,2005
"PAK",145735.10751158302,948.1827763346344,267181.0304379022,2005
"PAN",2683644.2689565923,12349.223325004696,4920014.493087086,2005
"PER",41673608.24594197,163023.13774441177,76401615.11756027,2005
"PHL",11531917.321132053,49781.584814801616,21141848.422075428,2005
"PLW",13364.357196974852,43.40984524106149,24501.32152778723,2005
"PNG",11024062.579872413,39021.21608219152,20210781.396432754,2005
"POL",11339532.273874236,82378.5706658559,20789142.50210277,2005
"PRI",232925.97316713183,1288.0073145079232,427030.9508064083,2005
"PRK",1840369.9050605725,16528.51422998045,3374011.4926110506,2005
"PRT",4946279.618593907,38934.4251510138,9068179.300755495,2005
"PRY",23339877.569404557,262650.7639820322,42789775.54390835,2005
"PSE",35.10441059598263,0.4567733455360355,64.35808609263482,2005
"REU",49898.00706474324,225.32395660256512,91479.67961869593,2005
"ROU",3507428.411787091,19418.2137696485,6430285.421609666,2005
"RUS",161861440.46534446,1589993.161949787,296745974.1864648,2005
"RWA",124680.8788330305,821.9229421135778,228581.61119388923,2005
"SDN",10866.86638650954,100.18787363849599,19922.588375267493,2005
"SEN",9285.54611234617,71.58203072294755,17023.50120596798,2005
"SGP",12097.404829698971,82.29476475484246,22178.575521114784,2005
"SLB",1824575.6648591533,6549.425910575094,3345055.3855751147,2005
"SLE",1047870.0168133358,6872.40483847309,1921095.0308244494,2005
"SLV",933274.0624471641,5880.546431202976,1711002.447819801,2005
"SMR",12.933741797850828,0.16724759598740369,23.711859962726518,2005
"SOM",18906.77390310434,271.9112388668853,34662.41882235796,2005
"SRB",276255.3934807521,1550.5737278354406,506468.2213813788,2005
"SSD",953021.2849430288,10566.197730147469,1747205.689062219,2005
"SUR",1004866.0492613359,3512.1445027797986,1842254.4236457823,2005
"SVK",4977418.074275686,27674.41493327253,9125266.469505427,2005
"SVN",375705.8933619843,1950.9542617244579,688794.1378303044,2005
"SWE",22075028.063917637,248560.16867117575,40470884.783849,2005
"SWZ",1120084.3320825254,4535.096300842919,2053487.9421512955,2005
"SYC",18.297106810656512,0.1518440893570877,33.54469581953694,2005
"SYR",91213.67070593934,791.8076299422592,167225.06296088887,2005
"TCA",1213.1345218694082,22.25030443209706,2224.0799567605823,2005
"TCD",53986.615059933756,472.37270292631064,98975.46094321189,2005
"TGO",256381.11826551944,2047.965587567437,470032.05015345226,2005
"THA",18468277.971474912,84287.06004261007,33858509.614370674,2005
"TJK",2995.0290809934504,28.539265388351044,5490.886648487993,2005
"TKM",3298.762629877308,30.53277979659837,6047.731488108398,2005
"TLS",307548.89922126976,1311.308118237634,563839.6485723279,2005
"TTO",233973.39483051014,1228.8639556546584,428951.2238559354,2005
"TUN",75342.63645515242,632.9729462783862,138128.1668344461,2005
"TUR",2155420.4864869528,20410.602625434127,3951604.2252260796,2005
"TWN",344227.7764315063,1522.315020263744,631084.256791095,2005
"TZA",12196268.718712639,91583.414189022,22359825.984306503,2005
"UGA",5327392.710496774,29172.07693396618,9766886.635910755,2005
"UKR",5158956.755894194,36558.45416411522,9458087.385806024,2005
"UMI",,84.49769212775365,,2005
"URY",1597626.967138152,15919.046615039984,2928982.773086613,2005
"USA",351023615.88274163,2691544.210956299,643543295.7850262,2005
"UZB",2293.953288876247,21.185750156766787,4205.581029606453,2005
"VCT",3725.9266998929425,16.635063631291956,6830.865616470395,2005
"VEN",15237475.276897963,94967.00676625513,27935371.34097959,2005
"VGB",621.5996245973818,3.7274220785837935,1139.5993117618664,2005
"VIR",2896.256035893643,20.30460963419661,5309.802732471677,2005
"VNM",21161134.894746672,102211.1187817025,38795413.97370223,2005
"VUT",50398.19237921519,254.48326712356794,92396.68602856118,2005
"XAD",16.062726373566797,0.19043937476995446,29.44833168487246,2005
"XKO",54989.008563981726,313.83170348937455,100813.18236729981,2005
"XNC",323.9808058449648,3.6542440143622192,593.9648107157686,2005
"ZAF",23289316.40219569,104652.34636227365,42697080.070692085,2005
"ZMB",8402722.878849756,57518.16135385963,15404991.944557885,2005
"ZWE",1653544.451226194,11748.83515301895,3031498.160581355,2005
"AFG",19149.151051396715,152.08453592097587,35106.77692756065,2006
"AGO",9197654.455027739,76940.42602869697,16862366.500884186,2006
"ALA",8967.683069942237,100.14456159280603,16440.752294894093,2006
"ALB",162981.97402525364,962.7062924139868,298800.28571296507,2006
"AND",1093.741120741291,6.624548271169509,2005.192054692367,2006
"ARG",25898604.92836132,316447.2283856827,47480775.701995745,2006
"ARM",17808.916433906812,129.74906665075483,32649.680128829154,2006
"ATG",7558.014964467798,61.152115996856,13856.360768190963,2006
"AUS",19021328.71260685,186303.99824712053,34872435.9731126,2006
"AUT",2567020.4757784484,12583.533393478041,4706204.205593822,2006
"AZE",61150.79721866234,525.2014626943931,112109.79490088094,2006
"BDI",45216.99210402624,343.5676257261325,82897.81885738143,2006
"BEL",1483664.6913690306,6916.08424877007,2720051.934176556,2006
"BEN",188249.912156247,1794.80449798094,345124.8389531195,2006
"BES",1299.637919799423,6.900502288660528,2382.6695196322753,2006
"BFA",512.6578154067031,4.75707136457761,939.8726615789557,2006
"BGD",1463587.268521456,6862.821262972943,2683243.3256226694,2006
"BGR",707261.6816824819,5171.123840834244,1296646.4164178835,2006
"BHS",72648.26217189894,1015.7739443602954,133188.4806484814,2006
"BIH",95353.33115637931,535.9688347970034,174814.44045336204,2006
"BLR",5331091.612583935,42269.35271373391,9773667.956403881,2006
"BLZ",761926.9436509048,4269.73522438235,1396866.0633599919,2006
"BMU",10.578921046347055,0.06530198176757442,19.3946885849696,2006
"BOL",39862927.18724026,216314.82152920356,73082033.17660712,2006
"BRA",564411311.3958931,2876804.7469672207,1034754070.8924707,2006
"BRB",491.68628482099103,4.122334598451394,901.42485550515,2006
"BRN",283935.59950621985,1013.5144252337649,520548.59909473645,2006
"BTN",171978.0193812004,622.8728830841219,315293.0355322007,2006
"BWA",2533.6460551727932,40.107844036421646,4645.017767816787,2006
"CAF",9304061.359310905,57883.220928144714,17057445.825403325,2006
"CAN",198971156.79974335,2406190.7363021155,364780454.1328629,2006
"CHE",433840.18701350363,2048.8504959255147,795373.6761914233,2006
"CHL",12107140.184238877,91923.23939026738,22196423.67110459,2006
"CHN",99319085.79589963,575232.8870382097,182084990.62581602,2006
"CIV",15097237.491604418,97780.65199480724,27678268.7346081,2006
"CMR",7601078.498788792,35986.04110763813,13935310.581112783,2006
"COD",104129240.32519135,453170.61281197367,190903607.26285082,2006
"COG",4989047.494539826,22153.93810149488,9146587.073323015,2006
"COL",39526737.69374596,189963.60168666218,72465685.7718676,2006
"COM",3116.9711344942425,12.963659929736135,5714.447079906111,2006
"CPV",,6.024247133513697,,2006
"CRI",1990655.9693822158,10059.474962600741,3649535.9438673956,2006
"CUB",1642648.907960127,12305.087822119165,3011522.997926899,2006
"CYM",1622.529168911145,17.959420127743844,2974.6368096704327,2006
"CYP",5747.963921793589,58.603225739938196,10537.933856621581,2006
"CZE",1595874.37462263,8606.687254423103,2925769.686808155,2006
"DEU",8487943.113344654,42652.88486882001,15561229.041131867,2006
"DMA",6069.385929003081,25.382701624117857,11127.207536505652,2006
"DNK",590039.1377934486,5213.70671898548,1081738.4192879891,2006
"DOM",2035715.3029533848,13413.915399729467,3732144.722081206,2006
"DZA",599175.511140045,5415.394073528538,1098488.4370900826,2006
"ECU",8255792.452866899,35553.67420813389,15135619.496922648,2006
"EGY",3228.3814028926636,38.125910386740834,5918.699238636549,2006
"ESP",10110050.333614673,72719.07732340887,18535092.27829357,2006
"EST",2121676.3469192768,21731.76607314767,3889739.969352007,2006
"ETH",2184317.035658103,12075.938863442781,4004581.232039855,2006
"FIN",14769780.419588044,182294.82184662574,27077930.769244745,2006
"FJI",429740.5739691009,1874.4188059061403,787857.7189433506,2006
"FRA",9766922.273154737,55049.474361435314,17906024.16745035,2006
"GAB",4284769.562478794,19300.76155673861,7855410.864544454,2006
"GBR",3298512.116256381,21053.477904722677,6047272.213136698,2006
"GEO",85876.27007575272,531.3530525681834,157439.8284722133,2006
"GGY",14.06638189298965,0.15125231431856778,25.788366803814355,2006
"GHA",4391436.619632751,27136.106026040048,8050967.1359933745,2006
"GIN",2179711.9764026725,15305.724126266177,3996138.6234048996,2006
"GLP",10224.290218999537,62.26845623010634,18744.53206816582,2006
"GMB",591.4447871371935,6.294415373331295,1084.315443084855,2006
"GNB",257625.76067127578,2018.2736304760756,472313.8945640056,2006
"GNQ",316076.88896939903,1255.6155388671111,579474.2964438982,2006
"GRC",745773.2121953524,7345.970169765666,1367250.8890248118,2006
"GRD",7003.876040967092,31.532020393623934,12840.439408439668,2006
"GTM",9117254.08030383,52558.40356379319,16714965.813890351,2006
"GUF",821461.6262064073,2534.970689725097,1506012.9813784137,2006
"GUY",1611197.6264427193,5933.770238008638,2953862.315144986,2006
"HKG",2581.890185841054,20.818472351692378,4733.465340708599,2006
"HND",7497841.530343885,41630.862087995105,13746042.80563045,2006
"HRV",378236.252189566,2204.1989065142698,693433.1290142044,2006
"HTI",172555.23387033044,1162.8397855702503,316351.26209560584,2006
"HUN",1233027.493743515,7989.9347102724605,2260550.405196444,2006
"IDN",320851978.5453244,1433150.2341909236,588228627.3330947,2006
"IMN",3817.280628568663,26.244475032781548,6998.347819042547,2006
"IND",14344726.05965121,67410.50808351503,26298664.442693885,2006
"IRL",1008829.9356689593,5248.2754624875215,1849521.5487264253,2006
"IRN",14634.909433188564,140.7888507648059,26830.667294179035,2006
"IRQ",671.8978562605196,6.24004359795137,1231.8127364776192,2006
"ISR",12652.34890188562,132.22768038065686,23195.97298679031,2006
"ITA",1012280.7505651541,8901.865352197363,1855848.0427027824,2006
"JAM",546077.1391730881,2797.6836676785147,1001141.4218173281,2006
"JEY",25.28251062935186,0.20268790583549195,46.35126948714508,2006
"JOR",70.71801933455977,0.7835791415624555,129.6497021133596,2006
"JPN",6914181.252539831,38974.45382815413,12675998.962989692,2006
"KAZ",362620.8201436263,3142.0376337883945,664804.8369299818,2006
"KEN",3840957.4049953823,20656.43878293235,7041755.242491535,2006
"KGZ",11985.065960438711,110.58315986918004,21972.62092747097,2006
"KHM",17682045.363201626,80507.19540113192,32417083.165869646,2006
"KNA",3855.899674757763,20.454445301420606,7069.149403722566,2006
"KOR",1178290.7119279606,10148.495214439754,2160199.6385345943,2006
"LAO",26993588.704446316,122677.87988354714,49488245.95815157,2006
"LBN",15045.501710897383,148.81790494826146,27583.419803311866,2006
"LBR",6445546.521306967,36221.24298092208,11816835.289062776,2006
"LBY",1485.9178017004276,16.302465511794704,2724.182636450784,2006
"LCA",20915.499318816106,98.11695233858373,38345.082084496185,2006
"LIE",2228.976529041297,11.598105367983642,4086.4569699090443,2006
"LKA",1260784.482333383,7730.473436409555,2311438.217611202,2006
"LSO",341.0878255600953,2.425620265566652,625.3276801935081,2006
"LTU",2073951.4698814168,17449.726870591916,3802244.361449264,2006
"LUX",78029.70874510834,365.9888042212664,143054.46603269858,2006
"LVA",4411012.406302354,38893.50325350296,8086856.078220985,2006
"MAC",,3.4983249402915932,,2006
"MAR",253024.90273344074,2221.776919562151,463878.9883446414,2006
"MDA",19846.15041777663,173.20152099805685,36384.609099257155,2006
"MDG",11379462.232873641,71034.03765642631,20862347.42693501,2006
"MEX",22989859.530613344,179043.6659358588,42148075.80612447,2006
"MKD",315636.4659595223,2042.1325967877729,578666.8542591241,2006
"MLI",12571.345029961,103.70893658620264,23047.465888261828,2006
"MLT",65.02498496810239,0.6258853129904515,119.21247244152102,2006
"MMR",26971659.306475263,127464.1415015592,49448042.06187132,2006
"MNE",28247.418130847254,175.5461739541368,51786.933239886625,2006
"MNG",1204818.619839476,13249.214446073696,2208834.1363723725,2006
"MOZ",23784175.0137475,172223.89748935934,43604320.85853708,2006
"MSR",2780.304553221941,12.612604582229164,5097.225014240225,2006
"MTQ",17346.115613255202,91.17823278162278,31801.211957634536,2006
"MUS",27382.621786356212,142.48742232739238,50201.47327498639,2006
"MWI",888840.2654230759,5563.04899639782,1629540.4866089725,2006
"MYS",81264883.05120592,333901.39493924106,148985618.92721087,2006
"MYT",8878.764187621755,41.5867527368335,16277.734343973218,2006
"NAM",1335.9839618741494,17.040996719004077,2449.3039301026074,2006
"NCL",347615.2452729469,2134.5325607019386,637294.6163337365,2006
"NGA",3549723.018099472,26167.55795023894,6507825.533182365,2006
"NIC",8126018.577137644,38875.45820383863,14897700.724752348,2006
"NLD",239777.8178598332,1482.347280904154,439592.66607636097,2006
"NOR",3717233.860581735,40648.51285867198,6814928.744399847,2006
"NPL",850465.3307492547,3255.0100289311,1559186.439706967,2006
"NZL",11308438.348239383,61671.657107180734,20732136.971772216,2006
"PAK",217267.30078968307,1345.3201096628732,398323.38478108554,2006
"PAN",7061293.1336281365,34322.71157289783,12945704.078318248,2006
"PER",23109433.026448317,88915.88443692608,42367293.881821916,2006
"PHL",13281133.35613237,57428.525048395335,24348744.486242674,2006
"PLW",11269.011294123211,34.867139689161064,20659.854039225887,2006
"PNG",16509860.132636324,56388.405301357365,30268076.90983326,2006
"POL",4985627.908795517,37680.33709414056,9140317.832791781,2006
"PRI",232273.6821475265,1242.998386447347,425835.0839371319,2006
"PRK",1465258.7701647761,12580.251427104366,2686307.745302089,2006
"PRT",5643669.994750319,42566.300623309966,10346728.323708918,2006
"PRY",12604755.029940166,148256.36100513148,23108717.554890305,2006
"PSE",57.873001084944654,0.7234155284016888,106.10050198906518,2006
"REU",137897.10452009994,628.8964876422151,252811.35828684983,2006
"ROU",2323050.8326945994,13066.51923066753,4258926.526606766,2006
"RUS",202338735.04686356,2233420.254879145,370954347.5859164,2006
"RWA",110081.68165880721,745.5328997464495,201816.4163744799,2006
"SDN",470.10925123222347,4.1506645137647995,861.8669605924097,2006
"SEN",4945.637778451658,41.24825584624351,9067.00259382804,2006
"SGP",9090.653441474826,56.06806504195396,16666.19797603718,2006
"SLB",1404060.1192368253,5068.419639967128,2574110.2186008464,2006
"SLE",4317269.521402611,28525.928395654097,7914994.122571455,2006
"SLV",704019.0992674942,4604.314794615934,1290701.681990406,2006
"SOM",9185.596033885458,118.51669685403215,16840.259395456673,2006
"SRB",338530.62768860353,1891.223049294923,620639.4840957731,2006
"SSD",825893.2051902419,8963.298123116354,1514137.5428487766,2006
"SUR",1005681.6342151575,3404.350215513905,1843749.6627277886,2006
"SVK",1485481.9191225441,8022.866910637093,2723383.5183913317,2006
"SVN",235200.08438376096,1246.1189483224532,431200.15470356186,2006
"SWE",21252772.11180044,249126.08010292272,38963415.538300805,2006
"SWZ",2252905.237363183,9431.399995474243,4130326.2684991686,2006
"SYC",36.740008417838624,0.15181821660263894,67.3566820993708,2006
"SYR",33691.1509962238,280.75155734043614,61767.11015974366,2006
"TCA",283.8279171920637,4.577945866062521,520.3511815187834,2006
"TCD",329766.3211551598,2981.897009069501,604571.5887844595,2006
"TGO",179532.63583327748,1687.8064304325399,329143.165694342,2006
"THA",21173331.608003706,99820.5796334391,38817774.61467346,2006
"TJK",2205.97730394436,19.433076637059692,4044.2917238979926,2006
"TKM",1522.394949288871,13.62915282636058,2791.057407029597,2006
"TLS",678095.4989375675,2929.0921986487992,1243175.0813855403,2006
"TTO",320720.7354745969,1755.8252358748348,587988.015036761,2006
"TUN",40392.8184785052,353.7352516466367,74053.50054392619,2006
"TUR",2747962.666000606,25884.823812203555,5037931.554334445,2006
"TWN",470035.37645490735,2076.722502263758,861731.5235006635,2006
"TZA",10618161.027027862,85295.84419366895,19466628.549551077,2006
"UGA",4966009.117671963,28448.198025603,9104350.049065262,2006
"UKR",5834590.062652316,42130.1087295951,10696748.448195912,2006
"UMI",,0.07309477526366773,,2006
"URY",2091558.1493813938,21029.279398566534,3834523.273865887,2006
"USA",359518921.66329485,2605855.5543936715,659118023.049374,2006
"UZB",5395.223319419,53.07967528544984,9891.242752268166,2006
"VCT",2306.6732231212018,10.494106763332452,4228.9009090555355,2006
"VEN",13546420.264063599,85490.75853768189,24835103.81744993,2006
"VGB",419.9369713236046,2.777119088920198,769.8844474266084,2006
"VIR",11811.776283943273,73.80593740275805,21654.92318722933,2006
"VNM",16473599.137013178,78777.19252676822,30201598.41785749,2006
"VUT",47847.23284361929,219.12138676990887,87719.9268799687,2006
"XAD",219.88370743132,2.097757331486426,403.12013029075325,2006
"XKO",94770.32763254386,519.9870444799375,173745.60065966373,2006
"XNC",1587.3204204091967,15.89387124443617,2910.08743741686,2006
"ZAF",22422644.2903146,104943.270667322,41108181.19891011,2006
"ZMB",5894383.428371506,40500.90119540359,10806369.618681096,2006
"ZWE",2638876.533371308,14883.276794202833,4837940.31118073,2006
"AFG",31924.139319568945,252.84166203678524,58527.58875254302,2007
"AGO",19329826.103312027,145286.71261893096,35438014.52273871,2007
"ALA",21865.324301170498,247.94607234766187,40086.42788547924,2007
"ALB",910973.2982813893,5225.026688463702,1670117.7135158812,2007
"AND",399.028386695415,2.1690592921811094,731.5520422749274,2007
"ARG",29499801.34934788,425345.26776401914,54082969.1404711,2007
"ARM",7411.7208121713265,54.53641566355057,13588.1548223141,2007
"ATG",4202.775125288849,37.157828740473086,7705.0877296962235,2007
"AUS",37900279.358223416,372716.96073287237,69483845.4900763,2007
"AUT",6457312.143388271,31669.689927648637,11838405.59621183,2007
"AZE",58259.71850194399,507.5572252652464,106809.48392023068,2007
"BDI",251971.32515294457,1861.6868708822467,461947.429447065,2007
"BEL",1289880.1128322813,5985.142534027755,2364780.2068591826,2007
"BEN",558905.0142930665,4659.699062164631,1024659.1928706218,2007
"BES",95.32275935061034,0.6609167143967577,174.75839214278562,2007
"BFA",295.8746735476316,2.8680846058642877,542.4369015039911,2007
"BGD",825112.8211573587,3995.1026237473775,1512706.8387884907,2007
"BGR",1380557.7952968862,9557.281924950432,2531022.6247109585,2007
"BHS",46313.64305219608,604.80767160384,84908.3455956928,2007
"BIH",376545.1202268169,2681.5224585062824,690332.7204158307,2007
"BLR",4105419.5663299207,32656.750225817108,7526602.538271521,2007
"BLZ",2184470.707327442,12263.603195896056,4004862.963433641,2007
"BOL",36839344.4737442,189952.92014924518,67538798.20186436,2007
"BRA",477640490.5027033,2621820.177926478,875674232.5882894,2007
"BRB",4493.597859623881,31.62823710095428,8238.262742643785,2007
"BRN",407161.54510815244,1564.8328150479101,746462.8326982794,2007
"BTN",135986.46312916363,508.2207290570409,249308.51573679998,2007
"BWA",2243.8011315556896,33.55963859119464,4113.635407852096,2007
"CAF",7342793.992898075,37308.156259856056,13461788.986979801,2007
"CAN",181004459.5798511,2117900.170313592,331841509.229727,2007
"CHE",388110.81391658087,1852.2483516537204,711536.4921803982,2007
"CHL",15979881.23115902,121652.32886081573,29296448.923791543,2007
"CHN",123330520.88753806,652978.7122012961,226105954.96048644,2007
"CIV",13996653.835661711,90864.76358264289,25660532.032046467,2007
"CMR",9915841.183408123,45916.05230572758,18179042.169581555,2007
"COD",105694286.13980678,462903.2876113662,193772857.9229791,2007
"COG",6232587.302718254,29764.687952001063,11426410.054983463,2007
"COL",57785737.33244839,269029.28637287824,105940518.44282204,2007
"COM",16305.38283862819,77.72839324687558,29893.201870818346,2007
"CPV",,0.5917711814620975,,2007
"CRI",2238834.5294637447,11447.873291167978,4104529.9706835323,2007
"CUB",939259.2868653022,7873.760798355877,1721975.3592530543,2007
"CYM",1510.3332958894168,17.864127307181306,2768.9443757972645,2007
"CYP",80874.24261884786,778.2392783807514,148269.44480122134,2007
"CZE",4069474.5754090203,21325.094843922838,7460703.38824987,2007
"DEU",19367166.18169786,93223.62502261644,35506471.33311275,2007
"DMA",9601.297290593651,40.300001409150454,17602.378366088356,2007
"DNK",501680.8186172258,4381.407303645591,919748.1674649138,2007
"DOM",2490259.9750527726,16059.061856193686,4565476.620930082,2007
"DZA",571842.6492885818,5201.556583046162,1048378.1903623999,2007
"ECU",13495104.811577387,60539.50436843045,24741025.48789187,2007
"EGY",6811.722872616938,78.27013988805166,12488.158599797718,2007
"ESP",8707938.07852645,60256.31684768094,15964553.143965157,2007
"EST",1610296.2209051019,16188.595067142754,2952209.7383260196,2007
"ETH",4860457.060532021,25608.573113279544,8910837.944308706,2007
"FIN",12794537.84979807,151914.8779083593,23456652.724629797,2007
"FJI",477469.82524205936,2148.4670978382096,875361.3462771093,2007
"FRA",8954270.432912638,49246.17317441944,16416162.460339837,2007
"GAB",3902684.544377164,16501.47574793823,7154921.664691467,2007
"GBR",4899530.870833673,31222.419594952262,8982473.263195066,2007
"GEO",173175.33154310266,992.4460000764211,317488.1078290219,2007
"GHA",6507037.393984318,40172.37055944055,11929568.555637917,2007
"GIN",4972334.36452165,33821.27135082482,9115946.334956357,2007
"GLP",26008.249153930272,158.3031189044353,47681.790115538824,2007
"GMB",4349.933888368216,49.60546797642212,7974.878795341727,2007
"GNB",787125.2206484012,6044.027621287805,1443062.9045220688,2007
"GNQ",724032.501915785,3141.5272515251786,1327392.9201789391,2007
"GRC",4858071.220739736,46061.55695983619,8906463.90468951,2007
"GRD",15426.206104307836,67.81289337321766,28281.3778578977,2007
"GTM",21457820.03058267,126556.72461972489,39339336.7227349,2007
"GUF",1050899.6979786395,3328.108834443462,1926649.4462941722,2007
"GUY",1421936.7029872616,5249.632060422031,2606883.955476646,2007
"HKG",2577.6374899401826,29.587736637835725,4725.668731557002,2007
"HND",7617695.3076165365,42412.384955946814,13965774.730630318,2007
"HRV",532017.1272299448,3237.112404460168,975364.7332548986,2007
"HTI",296508.9722969656,2077.211676481844,543599.7825444371,2007
"HUN",1432126.688250185,9361.071277143299,2625565.595125339,2007
"IDN",301610033.0177987,1387625.2924869289,552951727.1992977,2007
"IMN",4184.550170291497,30.388384622583786,7671.67531220108,2007
"IND",15587238.079792123,73906.51985678382,28576603.146285556,2007
"IRL",2081357.8343523752,11681.901580887694,3815822.6963126883,2007
"IRN",13587.005793444165,131.05927632238144,24909.510621314294,2007
"IRQ",1095.1929596529744,10.328544856582816,2007.8537593637866,2007
"ISR",4394.740755968634,47.96047012408357,8057.02471927583,2007
"ITA",1403413.8684777212,11590.055713961665,2572925.4255424887,2007
"JAM",247713.7121528829,1269.9152592994437,454141.8056136186,2007
